Issue Number,Title,State,Comments,Created At,Closed At
5922,Fixes an address-sanitizer issue in parallel,closed,5,2023-12-22,2023-12-28
5921,Try address and undefined behaviour sanitizers,open,1,2023-12-22,N/A
5920,"Modified ""pretend_to_initialize"" for c++",closed,1,2023-12-22,2024-02-10
5919,Add `if` parameter to `parallel()` and `prange()`,closed,10,2023-12-22,2023-12-29
5918,Embedding Cython modules in C/C++ applications,closed,1,2023-12-20,2023-12-20
5917,"[ENH]: ndarray[dtype_t, ndim=unrestricted]",open,3,2023-12-18,N/A
5916,Improve message when exception values don't match,closed,0,2023-12-16,2024-01-26
5915,Add extra info on annotation inexact type,closed,3,2023-12-16,2023-12-30
5914,[BUG] Stable readthedocs documentation is returning 404 not found error,closed,1,2023-12-15,2023-12-29
5913,[Docs] Migrate Cython for NumPy users section to pure python,closed,0,2023-12-15,2023-12-20
5912,Use literal exception values instead of strings where possible.,closed,1,2023-12-15,2024-02-15
5911,"Improve optimisation of ""dict.pop()""",closed,0,2023-12-15,2023-12-16
5910,[BUG] Cython has problems recognizing signals from PyQt6.,open,1,2023-12-15,N/A
5909,Remove unused Entry.pep563_annotation,closed,0,2023-12-14,2023-12-14
5908,[BUG] Dict annotation forces exact type check,closed,3,2023-12-14,2023-12-14
5907,Cleanup: use annotations instead of type overrides in pxd files,closed,3,2023-12-14,2024-03-24
5906,"Add a dedicated import hook for ""cython.cimports.*"" imports",open,1,2023-12-13,N/A
5905,Fix some more duplicate enum to_py utility code names,closed,9,2023-12-12,2024-02-10
5904,Wheel for macosx_arm64,closed,3,2023-12-12,2024-01-12
5903,Document Limited API better,open,0,2023-12-10,N/A
5902,Fix some exceptions in the unicode library,closed,1,2023-12-10,2023-12-10
5901,[possible BUG] Memoryview ABI - is it a problem?,open,3,2023-12-10,N/A
5900,Document CYTHON_ATOMICS,closed,0,2023-12-10,2023-12-10
5899,[Docs] Reorganize and improve documenation of `include_dirs` and `include_path`,closed,3,2023-12-09,2023-12-14
5898,Fix await/yield/yield from in genexpression iteration,closed,2,2023-12-09,2023-12-19
5897,Fix `__repr__` for BuiltinObjectType,closed,1,2023-12-09,2023-12-09
5896,Fix an issue trying list.index indexing in FusedNode,closed,4,2023-12-05,2023-12-08
5895,[BUG] Assigning complex number to `int complex` type fails with `CompileError`,open,3,2023-12-05,N/A
5894,Compiler crashes while analyzing fused method with optional arguments only on Python 3.11,closed,2,2023-12-05,2023-12-08
5893,[BUG] Top level functions on s390x segfault fails when compiled with lto and no-pie,open,0,2023-12-04,N/A
5892,[BUG] Link error with final class,open,0,2023-12-04,N/A
5891,Disable flakey line_trace test on Py3.12 windows 3.12,closed,0,2023-12-02,2023-12-03
5890,Guard PyUnicode_GET_LENGTH() usages by CYTHON_ASSUME_SAFE_SIZE,closed,1,2023-12-02,2023-12-03
5889,Visit type in traverse (heap types),open,0,2023-12-02,N/A
5888,Fix limited API __Pyx_PyObject_ToDouble,closed,2,2023-12-01,2023-12-03
5887,Fix conflicting enum to_py function with multiple modules,closed,2,2023-12-01,2023-12-11
5886,Fix exec in limited API,closed,0,2023-12-01,2023-12-03
5885,Disable all freelist code outside cpython,closed,1,2023-12-01,2023-12-03
5884,Cython compile errors,closed,5,2023-11-30,2023-11-30
5883,Clarify performance hint wording,closed,1,2023-11-28,2023-12-01
5882,"Add separate macro guard ""CYTHON_ASSUME_SAFE_SIZE""",closed,0,2023-11-28,2023-11-29
5881,Not able to Load .so file Shared Object File generated from Cython,closed,1,2023-11-28,2023-11-28
5880,[BUG] cannot install insightface which depend cython>=3.0.0,closed,2,2023-11-28,2023-11-28
5879,Use `performance_hint()` instead of `warning()` for `boundscheck()`,closed,4,2023-11-28,2023-11-29
5878,Modernise documentation examples,closed,1,2023-11-28,2023-12-01
5877,Avoid `EncodedString` getting into the output,open,0,2023-11-27,N/A
5876,Getting ValueError: source code string cannot contain null bytes while using cython,closed,1,2023-11-27,2023-11-27
5875,Delete some Python 2 module init function code,closed,1,2023-11-26,2023-11-28
5874,Avoid writing non-latin1 module names in the file,closed,4,2023-11-26,2023-11-28
5873,[BUG] Unable to encrypt Chinese function,closed,3,2023-11-26,2023-11-28
5872,"[BUG] The PySide6 code cannot be encrypted, and an error message is reported",closed,3,2023-11-26,2023-12-10
5871,Allow cimport of cpython in the limited API,open,2,2023-11-26,N/A
5870,Remove old Python 2 cpython pxd files,closed,0,2023-11-26,2023-12-03
5869,More Python 2 removals,closed,2,2023-11-25,2023-12-03
5868,Always add binops to methoddef,closed,2,2023-11-25,2024-04-07
5867,Note on pure-Python mode and Numpy arrays,closed,3,2023-11-25,2023-11-25
5866,Speed up fstrings,closed,0,2023-11-24,2023-11-25
5865,Implement return type inference for methods of builtin types,closed,0,2023-11-24,2023-11-25
5864,Document user-selectable C macros,closed,3,2023-11-23,2023-11-26
5863,[BUG] Infinite recursion in binops,closed,0,2023-11-23,2024-04-07
5862,Fix cython build rules not accounting for cython-version-platform modifier,open,0,2023-11-23,N/A
5861,Getting invalid ELF header issue ,closed,12,2023-11-23,2023-11-28
5860,[BUG] migration to cython3.0.5: redefinition of '__Pyx_Enum_<enum_name>_to_py,closed,13,2023-11-22,2024-02-10
5859,Rename Pipeline.py to Pipeline.pyc,closed,1,2023-11-22,2023-11-22
5858,Fix dataclasses default field and with no-init,closed,0,2023-11-21,2023-12-01
5857,Fix dataclass comparison operators and enable tests,closed,2,2023-11-21,2023-11-21
5856,"[BUG] After compiling pyd with pure Python, I can't access properties, but I can access methods.",closed,7,2023-11-21,2023-11-22
5855,[ENH] Support sys.meta_path modifications for finding pxd files,open,0,2023-11-21,N/A
5854,Decide how to represent the `str` type internally,open,0,2023-11-20,N/A
5853,[BUG] enum.IntEnum objects are incompatible with `int` builtin type hint,closed,4,2023-11-20,2023-11-21
5852,PEP 703: Rename `PY_NOGIL` to `Py_GIL_DISABLED`,closed,3,2023-11-20,2023-11-20
5851,[BUG] cython does not translate `await` in set comprehension properly ,closed,0,2023-11-20,2023-12-19
5850,[DOCS] import cython as cdef,closed,1,2023-11-20,2023-11-20
5849,[Docs] Introduce reference documentation for cython,closed,7,2023-11-19,2023-11-22
5848,Unclear documentation about types,closed,2,2023-11-19,2023-11-25
5847,Clean up a few more casts to non-const char*,closed,0,2023-11-19,2023-11-20
5846,Build all Plex/*.so modules in the Limited API,closed,4,2023-11-19,2023-12-02
5845,Build Parsing.py in the limited api,closed,2,2023-11-19,2023-12-04
5844,Infer the result type of builtin numeric binary operations,closed,3,2023-11-19,2023-11-20
5843,Get basic generators running in Limited API,closed,2,2023-11-19,2024-06-04
5842,Drop Numpy includes,closed,9,2023-11-18,2024-01-31
5841,Drop PyFPE macros,closed,0,2023-11-18,2023-11-20
5840,Support weakref in limited api cdef classes,closed,2,2023-11-18,2024-06-03
5839,Default tests to language_level 3,open,1,2023-11-18,N/A
5838,Limited api generators,closed,1,2023-11-18,2023-11-19
5837,Remove compatibility code from tests,open,2,2023-11-18,N/A
5836,Add missing unicode C API functions and Py_UNICODE warning,closed,1,2023-11-17,2023-11-18
5835,Remove patch utility code in Coroutine.c,closed,4,2023-11-17,2023-11-19
5834,Refactor ExprNodes for Python 3 compatibility,open,5,2023-11-17,N/A
5833,[BUG] Intermittent test failures,closed,5,2023-11-17,2024-01-14
5832,Partially disable trashcan test in PyPy,closed,1,2023-11-17,2023-11-19
5831,[ENH]: conditional nogil in function declaration,open,0,2023-11-16,N/A
5830,"Map Python ""int"" type to PyLong.",closed,2,2023-11-16,2023-11-18
5829,Remove checks for WITH_THREAD,closed,1,2023-11-16,2023-11-16
5828,Remove residual Python 2 specific code,closed,9,2023-11-16,2023-11-20
5827,Make language level 3 the default,closed,0,2023-11-16,2023-11-17
5826,Disable failing Windows CyCache test,closed,3,2023-11-15,2023-11-16
5825,[Bug] TestCyCache.test_cycache_uses_cache is broken on Python 3.12 on Windows,closed,0,2023-11-15,2024-01-14
5824,Remove compatibility code not needed anymore,closed,2,2023-11-15,2023-11-17
5823,"[BUG] ""takes exactly 1 positional argument (2 given)"" error occurs when using pyqt5 on cython compiled .pyd file",closed,2,2023-11-15,2023-11-15
5822,Missing Copyright statement,open,0,2023-11-15,N/A
5821,[BUG] Profiling code increases performance,closed,12,2023-11-15,2023-12-11
5820,[BUG] Cython doesn't understand inplace build mechanics when searching for `__init__.pyd`,open,3,2023-11-15,N/A
5819,update no-compile install from source (closes #5694),closed,3,2023-11-14,2023-11-14
5818,[BUG] float(string): error: invalid cast from type ‘std::string’ to type ‘PyObject*’,closed,3,2023-11-14,2023-11-14
5817,[BUG] 3.0.5: test failures,open,0,2023-11-13,N/A
5816,[BUG] Cannot put fused type pointer in return type for cdef'd function with latest cython,open,3,2023-11-13,N/A
5815,Remove allowed_failure from Python 3.12,closed,6,2023-11-12,2023-11-14
5814,cython  prange,closed,1,2023-11-12,2023-11-12
5813,Notes on profiling on Python 3.12+,closed,3,2023-11-11,2023-11-12
5812,Remove WITH_THREAD,closed,0,2023-11-11,2023-11-16
5811,[BUG] Cython 3 regression when using Python 3 typehints - runs 10x slower,closed,9,2023-11-11,2023-11-30
5810,Pyupgrade: Update codebase to Python 3 syntax and features,closed,11,2023-11-08,2023-11-16
5809,Check for MSVC when checking for complex support on C11,closed,1,2023-11-08,2023-11-13
5808,pyupgrade: Update codebase to Python 3.7 syntax and features,closed,2,2023-11-08,2023-11-16
5807,Anaconda3 problem reading *.pyd created by cythonize,closed,1,2023-11-08,2023-11-08
5806,[ENH] inline_defnode_calls more?,closed,3,2023-11-07,2023-11-08
5805,Fix indexing of self.args when passing Python object as varargs parameter,closed,5,2023-11-07,2023-11-08
5804,Use vectorcall by default,closed,9,2023-11-07,2024-01-14
5803,Add missing directives to Shadow.py,closed,0,2023-11-07,2023-11-07
5802,[BUG] Using C11 on MSVC breaks complex numbers,closed,1,2023-11-06,2023-11-13
5801,Remove Py2/Py3.[3456] legacy support,closed,8,2023-11-06,2023-11-08
5800,Make classmethod work in limited-api,closed,1,2023-11-05,2024-05-16
5799,Take CO_* from inspect in limited API,open,0,2023-11-05,N/A
5798,Further limited API fixes,closed,0,2023-11-05,2023-11-20
5797,[BUG] classmethods don't compile using the limited api,closed,0,2023-11-05,2024-05-16
5796,Fix issue with cpdef functions and cimport_from_pyx,closed,0,2023-11-04,2023-11-05
5795,[BUG] fused types stopped working with cimport_from_pyx=True,closed,0,2023-11-04,2023-11-05
5794,[BUG] Odd warning in generated .c file related to fused type usage,closed,4,2023-11-04,2023-11-04
5793,[BUG] classes with `__weakref__` don't compile using the limited api,closed,1,2023-11-04,2024-06-03
5792,[ENH] Add option for integer assignment to use `operator.index` logic,open,6,2023-11-03,N/A
5791,Fix C++17 error: standard attributes in middle of decl-specifiers (CYTHON_UNUSED),closed,3,2023-11-01,2023-11-02
5790,[BUG] Python 3.13 C++17: error: standard attributes in middle of decl-specifiers (CYTHON_UNUSED),closed,8,2023-11-01,2023-11-02
5789,Cython not working with Cynetworkx library: ModuleNotFoundError: No module named 'cython',open,0,2023-11-01,N/A
5788,[BUG] 3.0.5: test suite fails,open,6,2023-10-31,N/A
5787,[BUG] Segmentation fault from trying to print std::string as %d,closed,3,2023-10-29,2023-11-01
5786,Enable GitHub Discussions,closed,1,2023-10-28,2023-10-29
5785,Optimize numerical operations with python integer variable,closed,8,2023-10-27,2023-11-15
5784,Add (and use) vectorcall utility-code functions,closed,0,2023-10-26,2024-01-14
5783,[BUG] Operations with variable annotated with `int` avoids optimisations,closed,3,2023-10-26,2023-11-15
5782,attribute-syntax,closed,0,2023-10-24,2023-10-24
5781,[BUG] reedsolo Compiler crash in AnalyseExpressionsTransform (regression in 3.0.4),closed,1,2023-10-23,2023-10-23
5780,Follow-up of MR #5756,closed,2,2023-10-22,2023-10-22
5779,[BUG] C typedef function pointers are (sometimes) not parsed,open,3,2023-10-22,N/A
5778,Add tests for some of the contents of Shadow.py,closed,3,2023-10-22,2023-11-07
5777,Stop fallback indexing code using PySequence_*Item first,closed,3,2023-10-21,2023-11-01
5776,"[BUG] Indexing self fails under PyPy with ""%T index out of range""",closed,12,2023-10-21,2023-11-01
5775,[BUG] ,closed,2,2023-10-21,2023-10-21
5774,Fix always_allow_keywords bug int Cython/Shadow.py,closed,1,2023-10-19,2023-10-19
5773,Fix and test memoryview indexing performance_hint,closed,4,2023-10-18,2023-10-22
5772,"[BUG] In Shadow.py, is it always_allows_keywords or always_allow_keywords?",closed,3,2023-10-18,2023-10-19
5771,[BUG] v3.0.4: Compiler crash in AnalyseExpressionsTransform,closed,2,2023-10-18,2023-10-22
5770,[BUG] memory leak of `torch.load` compiled by cython,open,6,2023-10-17,N/A
5769,Switch tests from `multiprocessing.Pool` to `concurrent.futures.ProcessPoolExecutor`?,open,0,2023-10-17,N/A
5768,[BUG] 3.0.3 hangs in tests on i686,open,10,2023-10-16,N/A
5767,Adapt to C-API changes in CPython 3.13,closed,26,2023-10-15,2023-10-30
5766,[BUG] Function pointer type variable is recognized as a non-function type by cython.,closed,5,2023-10-14,2023-10-14
5765,Add NPY_FR_GENERIC enumeration,closed,7,2023-10-13,2023-10-13
5764,python312,closed,0,2023-10-13,2023-10-13
5763,[ENH] Release branches?,closed,3,2023-10-12,2023-10-12
5762,Make performance hints a directive rather than an Option,closed,1,2023-10-10,2023-10-11
5761,Use sysconfig module instead of distutils.sysconfig for python >= 3.9,closed,5,2023-10-10,2023-10-30
5760,"cython magic: extract style, body, not full HTML document",closed,1,2023-10-10,2023-11-19
5759,[Docs] Document show_performance_hints,closed,4,2023-10-09,2023-10-10
5758,Documentation Issue: Embedding Cython modules in C/C++ applications ~ Deprecated `Py_SetProgramName` and `Py_DecodeLocale` functions,open,0,2023-10-09,N/A
5757,[BUG] Undesirable performance warnings,closed,16,2023-10-09,2023-10-11
5756,Fix -Wundef -Wstrict-prototypes,closed,2,2023-10-08,2023-10-09
5755,[BUG] Unsupport `match...case...` statement when compiling *.py ,closed,1,2023-10-08,2023-10-08
5754,Add setuptools as optional dependency,open,21,2023-10-08,N/A
5753,Add setuptools as dependency for python > 3.11,closed,2,2023-10-07,2023-10-08
5752,Fix regression with inline functions in pxd,closed,1,2023-10-07,2023-10-09
5751,[BUG] distutils used in cythonize (fails in 3.12),open,7,2023-10-06,N/A
5750,[BUG] Optional Typehint breaks implicit int to float conversion,open,10,2023-10-06,N/A
5749,How to build cython itself in parallel from sources?,open,2,2023-10-06,N/A
5748,[BUG] SciPy failure to build with Cython 3.0.3 (bisected),closed,11,2023-10-05,2023-10-09
5747,[BUG]: Regression in Cython 3.0.3 - static declaration follows non-static declaration,closed,1,2023-10-05,2023-10-06
5746,Fix const-qualified customly fused-typed memoryview parameters for def function,closed,6,2023-10-05,2023-10-05
5745,Update ci.yml for Python 3.12,closed,0,2023-10-05,2023-10-05
5744,Add PyiWriter to Cython and new Cython directive 'write_stub_file',open,23,2023-10-04,N/A
5743,Replace `coerce_to_integer()` with `coerce_to_index()`,closed,0,2023-10-04,2023-11-20
5742,[BUG] Cython documentation link is broken,closed,5,2023-10-03,2023-10-04
5741,[BUG] AttributeError: 'CppClassType' object has no attribute 'vtabptr_cname' in _create_unbound_cmethod_entry,closed,2,2023-10-02,2024-03-23
5740,Update docs to not use deprecated API (`Py_UNICODE`),open,2,2023-10-02,N/A
5739,Clean up special handling of PyCFunction and CyFunction,closed,0,2023-10-02,2023-10-04
5738,Fix mistake acquiring GIL while generating closure functions,closed,0,2023-10-01,2023-10-02
5737,Give fused return types the correct exception value,open,2,2023-10-01,N/A
5736,Add `--cplus` argument to cythonize command,closed,7,2023-09-30,2023-10-03
5735,"Fix issue with mixed-type ""x if y else z"" expressions",closed,0,2023-09-29,2023-10-04
5734,Avoid C warning about unused fastcall_fallback,closed,0,2023-09-29,2023-09-30
5733,[BUG]  Xcode 15's linker does not like duplicate -l<lib> and -rpath,closed,1,2023-09-28,2023-10-02
5732,[BUG] Annotated value in a generator expression misbehaving,open,2,2023-09-28,N/A
5731,[BUG] Intermediate bool value cast as PyObject * and DECREFed,closed,2,2023-09-28,2023-10-04
5730,[BUG] from libcpp cimport bool does not include stdbool.h,open,0,2023-09-28,N/A
5729,"[ENH] special-case `__getitem__(self, Py_ssize_t index)`",open,0,2023-09-27,N/A
